Raw,CD-RE,Polarity
"Menterinya, Datuk Seri Nancy Shukri berkata, iftar yang dijalankan secara dalam talian di Facebook rasmi JKKN padaâ€¦ https://t.co/CZ0fG7mHhc",menterinya datuk seri nancy shukri berkata iftar dijalankan secara rasmi talian facebook jkkn rasmi,0
"Tan Sri Mohd Khairul Adib Abd Rahman berkata, JPA sudah mengeluarkan surat yang memberikan tempoh sebulan kepada seâ€¦ https://t.co/FFFfte0wGX",tan sri mohd khairul adib abd rahman berkata jpa mengeluarkan surat memberikan sebulan,0
Polis Perak akan meningkatkan SJR di kawasan yang bersempadan dengan negeri bagi mengekang pergerakan rentas negeriâ€¦ https://t.co/ZRrtqpzlgR,polis perak meningkatkan sjr kawasan bersempadan negeri mengekang pergerakan rentas negeri,-1
"Ayub Jamil berkata, tempoh operasi yang dibenarkan ketika ini adalah memadai, cukup untuk membantu peniaga, dan kerâ€¦ https://t.co/tYhMv956Ca",ayub jamil berkata tempoh operasi dibenarkan memadai cukup untuk membantu peniaga ker,0
"Datuk Mat Kasim Karim berkata, tindakan undang-undang boleh diambil di bawah Seksyen 8 Akta Bahan Letupan 1957(Aktaâ€¦ https://t.co/bqbCMm176X",datuk mat kasim karim berkata undang undang tindakan diambil bawah seksyen 8 akta letupan bahan 1957 akta,-1
Mangsa yang berusia 3 dan 7 tahun dikhuatiri lemas selepas motosikal ditunggangi ibu mereka hilang imbangan semasaâ€¦ https://t.co/ZHfHnr0M6x,mangsa berusia 3 7 tahun dikhuatiri lemas selepas motosikal ditunggangi ibu hilang imbangan semasa,-1
"Dua kanak-kanak berada dalam keadaan kritikal. #sinarharian

https://t.co/oVfww3Ec6P",kanak kanak kanak kanak berada keadaan kritikal,-1
"Pilih apa yang rakyat mahu..

(Petikan ucapan saya dalam Wacana @sinarharianSH  semalam..) 

#sinarharianâ€¦ https://t.co/7yUN6bFd4n",rakyat mahu petikan wacana semalam,0
"Dasar parti lebih penting..

(Petikan ucapan saya dalam Wacana @sinarharianSH  semalam..) 

#sinarharianâ€¦ https://t.co/SwaaKdMYHU",dasar parti penting petikan wacana semalam,0
"Jangan ulang salah laku PH..

(Petikan ucapan saya dalam Wacana @sinarharianSH  semalam..) 

#sinarharianâ€¦ https://t.co/Lunhw9xob0",Jangan ulang salah laku ph petikan wacana semalam,-1
"Rakyat adalah orang tengah...

(Petikan ucapan saya dalam Wacana @sinarharianSH  semalam..) 

#sinarharianâ€¦ https://t.co/i6ivvH2qNa",rakyat rakyat rakyat tengah petikan wacana semalam,0
"Mahkamah Rayuan melanjutkan perbicaraan rayuan kes SRC bekas perdana menteri itu bagi tempoh sehari lagi, pada 6 Meâ€¦ https://t.co/SHtEaxfmD9",mahkamah rayuan melanjutkan rayuan kes src bekas menteri perdana sehari 6,-1
"â€œSekiranya tiada masalah, Haiqal dan Khairul Hafiz akan menjalani latihan dengan â€˜gear tigaâ€™ sebagai persediaan menâ€¦ https://t.co/3MgzR8Wyka",tiada masalah haiqal khairul hafiz menjalani latihan tiga gear persediaan lelaki,1
"Sarawak merekodkan 416 kes baharu Covid-19, menjadikan jumlah keseluruhan meningkat kepada 29,377 kes dan enam kesâ€¦ https://t.co/izycGpc7v2",sarawak merekodkan 416 kes baharu covid 19 menjadikan jumlah keseluruhan 29 kes meningkat 377 kes enam kes,-1
"Niat seorang pengasuh untuk mendapatkan pinjaman dalam talian berakhir dengan kerugian
#sinarharian 
https://t.co/1Pk3FBgh2Z",niat pengasuh untuk mendapatkan pinjaman talian berakhir kerugian,-1
Penutupan itu memastikan kerja sanitasi dibuat dan memberi peluang kepada pelajar untuk membuat saringan. -  Dr Shaâ€¦ https://t.co/9W6jD9ps4i,penutupan memastikan sanitasi memberi peluang pelajar untuk membuat saringan sha,-1
Rakaman perbuatan suspek yang berbaju hijau berlegar-legar di lokasi untuk mendekati mangsa turut tular di laman soâ€¦ https://t.co/44alUUaqEl,rakaman perbuatan berbaju hijau berlegar legar lokasi untuk mendapatkan tular laman laman web,-1
Perbuatan guru tersebut jelas tidak profesional dan bertentangan dengan etika kerja yang sepatutnya diamalkan indivâ€¦ https://t.co/yr5OZGYKKO,perbuatan guru jelas tidak profesional bertentangan etika kerja sepatutnya diamalkan indiv,-1
Pertumbuhan itu didorong kenaikan indeks perlombongan yang melonjak sebanyak 32 peratus berbanding -11 peratus padaâ€¦ https://t.co/73DUW6m6QD,pertumbuhan mendorong kenaikan indeks perlombongan melonjak 32 peratus berbanding 11 peratus berbanding berbanding,-1
Hasil siasatan mendapati mangsa bersama kakaknya telah dibawa ke sekolah di sekitar Sungai Tiram oleh neneknya yangâ€¦ https://t.co/TkPlrqb55d,hasil siasatan mendapati kakaknya dibawa sekolah sungai tiram neneknya,-1
PDRM merekodkan purata 180 kes kemalangan setiap hari di KL sejak arahan bekerja dari rumah terbatal bermula 1 Apriâ€¦ https://t.co/jDZ07PGVl7,pdrm merekodkan 180 kes purata kemalangan hari kl bekerja arahan rumah terbatal bermula 1 apri,-1
Mereka perlu melihat faktor-faktor penyebab dan situasi semasa yang menyebabkan berlakunya pelanggaran itu. -  Masâ€¦ https://t.co/BogYs9mBcy,melihat faktor penyebab situasi menyebabkan berlakunya pelanggaran,0
Saya sebagai Ketua Polis Melaka tidak akan lindungi mana-mana pegawai dan anggota yang bertugas di Melaka sama adaâ€¦ https://t.co/XzYcyDXL07,ketua polis melaka tidak lindungi pegawai anggota bertugas melaka ada ada ada,0
"Ketua Polis daerah Port Dickson, Superintendan Aidi Sham Mohamed berkata, suspek berusia 25 tahun dipercayai bertinâ€¦ https://t.co/VHUVmImJ1L",ketua polis pelabuhan dickson superintendan aidi sham mohamed berkata suspek 25 tahun bertin dipercayai,0
"Antara kawasan tersebut adalah di Maahad Tahfiz Al Azhari (MTAZ) Machang, Kelantan dan Kampung Bangkahulu, Gemas, Nâ€¦ https://t.co/gki0rEnP8F",kawasan maahad tahfiz al azhari mtaz machang kelantan kampung bangkahulu gemas n,0
"PKPD di Kampung Bangkahulu, Gemas dan 7 penempatan di Raub esok
#sinarharian 
https://t.co/IYRAWlvbl6",pkpd kampung bangkahulu gemas 7 penempatan raub esok,0
"""Saya mengesahkan menerima motosikal jenis Honda Dash 125 yang disumbangkan oleh YB Steven Sim dan saya yang mintaâ€¦ https://t.co/hrJEgBggPG",mengesahkan menerima motosikal jenis honda dash 125 tidak digunakan yb steven sim minta,0
"Projek rumah terbengkalai dibina semula selepas Aidilfitri
#sinarharian 
https://t.co/zwFFuMSOTc",projek rumah terbengkalai dibina selepas aidilfitri,1
"Harga RON97, RON95 dan diesel kekal

Harga runcit bagi petrol RON97 serta RON95, dan diesel kekal tidak berubah masâ€¦ https://t.co/ZH6uSqXgDh",harga ron97 runcit 95 diesel kekal harga petrol ron97 ron95 diesel kekal tidak berubah mas berubah,1
"Perkembangan itu amat membimbangkan, malah sebahagian pakar ekonomi turut lontarkan pandangan ia tindakan kurang ceâ€¦ https://t.co/6OuLpHo9Qf",membimbangkan pakar ekonomi pakar ekonomi lontarkan bertindak kurang maju,-1
"Mahkamah turut mengarahkan Arunakirinathan membuat permohonan maaf secara bertulis dan terbuka.
#sinarharian 
https://t.co/ntc7VKteAr",mahkamah mengarahkan arunakirinathan membuat permohonan maaf secara bertulis terbuka,-1
Muhyiddin gesa agensi penguat kuasa gunakan pendekatan yang lebih berhikmah dalam memastikan pematuhan SOP oleh masâ€¦ https://t.co/jlAtmMuITy,muhyiddin gesa penguat agensi kuasa menggunakan pendekatan berhikmah memastikan pematuhan sop mas,1
Menteri atau Exco kerajaan negeri yang mempunyai kuasa dan terlibat secara langsung dalam penyediaan SOP diminta leâ€¦ https://t.co/wFSGbg2Zhk,menteri exco kerajaan negeri mempunyai kuasa kuasa terlibat langsung penyediaan sop diminta le,0
"Abdul Hamid berkata, peniaga boleh merayu dan berikan faktor-faktor yang boleh dimaafkan atau diringankan jumlah koâ€¦ https://t.co/mvCJAdv6P0",abdul hamid berkata peniaga merayu faktor faktor faktor dimaafkan diringankan jumlah ko,1
"Masing-masing kekal pada harga RM2.58, RM2.05 dan RM2.15 seliter bagi tempoh 29 April hingga 5 Mei.
#sinarharianâ€¦ https://t.co/nkW25XizQL",kekal harga rm2 58 rm2 05 rm2 15 seliter tempoh 29 april 5 mei,1
"Status #Covid19 di Malaysia pada 28 April 2021

Klik https://t.co/rVDyUYeNlE untuk baca berita penuh

#SinarHarianâ€¦ https://t.co/Jeyqx6sgRl",status malaysia 28 april 2021 klik untuk baca berita penuh,0
"Ammar Aiman, 23 tahun, berkata kompaun dikeluarkan atas namanya itu di bawah kesalahan tidak mengawal pelanggan menâ€¦ https://t.co/lmANkxMpkd",ammar aiman 23 tahun berkata kompaun dikeluarkan atas namanya bawah kesalahan tidak mengawal pelanggan lelaki,-1
"Kata @Khairykj , CITF Pahang buat keputusan untuk berikan vaksin kepada pekerja di sektor pelancongan melibatkan 56â€¦ https://t.co/buNyrSOJS7",kata citf pahang keputusan untuk berikan vaksin pekerja sektor pelancongan melibatkan 56,0
"""Pejabat Kesihatan sedang dalam proses untuk mengemukakan fakta kes kepada Ibu Pejabat Kementerian Kesihatan Malaysâ€¦ https://t.co/9Xe8nEVvCJ",pejabat kesihatan proses mengemukakan fakta ibu pejabat kementerian kesihatan malays,0
"""Saya minta DBKL siasat dan semak siapa yang bayar dan tidak bayar, tidak adil buat kami yang membayar tapi terkenaâ€¦ https://t.co/JWX2eCUpzm",Saya minta dbkl siasat semak bayar tidak bayar adil membayar terkena,-1
"Peniaga colek tersebut antara tiga individu yang dikenakan kompaun RM50,000 di Kelantan #sinarharian

https://t.co/3AznYNbOQK",peniaga colek tiga individu kompaun rm50 000 kelantan,-1
"Kes baharu #Covid19 mengikut negeri di Malaysia pada 28 April 2021

Klik https://t.co/ZBMnKxBF1u di Bio atauâ€¦ https://t.co/qHeNBfztKu",kes baharu negeri mengikut malaysia 28 April 2021 klik bio,-1
Kedua-dua suspek itu diburu sejak lapan bulan lalu kerana dikehendaki selepas terlibat dengan penipuan terhadap seoâ€¦ https://t.co/QdSjFviCdi,dua kali suspek diburu lapan bulan dikehendaki terlibat penipuan seo,-1
Mauricio Pochettino secara terbuka akui Pep Guardiola sebagai antara jurulatih terbaik di dunia ketika ini.â€¦ https://t.co/WzIQnvwLpJ,mauricio pochettino secara terbuka terbuka akui pep guardiola jurulatih terbaik dunia,1
"Program akan turut disertai agensi dan badan kebajikan yang berdaftar di bawah KPWKM. #sinarharian #WorldQuranHour

 https://t.co/NtilL8lZF6",program turut disertai agensi badan kebajikan berdaftar bawah kpwkm,0
Tindakan pantas kerajaan PN berhubung isu kompaun yang meresahkan sesetengah rakyat tunjukkan keprihatinan terhadapâ€¦ https://t.co/gM1cAwaFeM,tindakan kerajaan pn isu berhubung kompaun meresahkan sesetengah tunjukkan keprihatinan,-1
"KKM berwaspada dengan peningkatan kes #COVID19 terutamanya di Sarawak, Kelantan dan Selangor selepas purata pelaporâ€¦ https://t.co/nR2YGHd4c1",kkm berwaspada peningkatan kes terutamanya sarkelantan selangor selepas purata pelapor,-1
Saya akan ambil tindakan itu jika tidak mendapat pengurangan ke atas jumlah kompaun tersebut. - Mansahâ€¦ https://t.co/L1C6eY3fQL,Saya ambil tindakan tidak mendapat pengurangan atas kompaun mansah,0
"Pengarah urusan sebuah syarikat pemaju hartanah, Azlan AL Amin Group Holdings Sdn Bhd, ambil tindakan undang-undangâ€¦ https://t.co/CZbwSLCmNi",Nak tahu berlaku rumah,-1
Kebanyakan kebakaran terjadi akibat penggunaan tenaga elektrik berlebihan selain kecuaian ketika kendali perkakas eâ€¦ https://t.co/btL07PpH5a,kebakaran kebakaran terjadi akibat penggunaan tenaga elektrik kecuaian kendali perkakas e,-1
"Bagi kemasukan murid ke Tingkatan Satu sekolah, seperti mana yang kita laksanakan tahun ini, ia akan dibuat berdasaâ€¦ https://t.co/cNfQLRmofc",Bagi kemasukan murid tingkatan satu sekolah laksanakan tahun berdaftar sa,0
"Selangor mencatatkan kes harian tertinggi dengan 1,019 kes diikuti Kelantan 523 kes.
#sinarharian 
https://t.co/9ky5IRoHKV",selangor mencatatkan kes tertinggi 1 019 kes diikuti kelantan 523 kes,-1
"Pihak GPMS menyambut baik pengumuman dibuat Menteri Pendidikan, Senator Datuk Dr Mohd Radzi Md Jidin berhubung pemaâ€¦ https://t.co/pPbh1n8Fzu",pihak gpms menyambut baik pengumuman menteri pendidikan senator datuk mohd radzi md jidin berhubung pema,1
"UPSR mansuh sepenuh, PT3 dibatalkan tahun ini

Klik https://t.co/f8jZ1Z4sOv untuk baca berita penuh.

#SinarHarianâ€¦ https://t.co/mOpfo6d1Gz",upsr mansuh sepenuhnuhnuh pt3 dibatalkan tahun klik untuk baca berita penuh,-1
"Mangsa dilaporkan hilang selepas lori 10 tan yang dipandunya terjunam ke dalam sungai #sinarharian

https://t.co/rkMPsUOieY",hilang lori 10 tan dipandunya terjunam sungai,-1
"Abdul Hamid berkata, peniaga boleh merayu dan berikan faktor-faktor yang boleh dimaafkan atau diringankan jumlah koâ€¦ https://t.co/u9sFuQHrtg",abdul hamid berkata peniaga merayu faktor faktor faktor dimaafkan diringankan jumlah ko,1
"Azalina berkata, kenyataan yang diberikan oleh Takiyuddin bagi menjawab kerisauan rakyat terhadap salah guna kuasaâ€¦ https://t.co/FvA5M2HNnN",azalina berkata kenyataan diberikan takiyuddin untuk menjawab kerisauan rakyat salah guna guna kuasa kuasa kuasa kuasa,1
"Menteri Besar, Datuk Seri Aminuddin Harun berkata, ia melibatkan seramai 340 individu yang sepatutnya menerima vaksâ€¦ https://t.co/e5xj51QzFe",Menteri besar datuk seri aminuddin harun berkata melibatkan 340 individu sepatutnya vaks,-1
Malaysia ketika ini telah membuat tempahan vaksin #COVID19 yang mencukupi bagi kegunaan penduduknya.' - @Khairykjâ€¦ https://t.co/eebDFaSspi,malaysia membuat tempahan vaksin mencukupi untuk kegunaan penduduknya,1
"Pengarah Perikanan negeri, Zaki Mokri berkata, jaminan diberikan selepas pemeriksaan mendapati kawasan di sepanjangâ€¦ https://t.co/UKA3QWFCUf",pengarah negeri zaki mokri berkata diberikan jaminan diberikan selepas pemeriksaan kawasan perikanan,0
"Hanafi Zulkapli dipilih sebagai Ketua Pemuda PN
#sinarharian
https://t.co/hZCcmSLMgo",hanafi zulkapli dipilih ketua ketua pemuda pn,1
Christian Pulisic terlebih dulu meletakkan pelawat di depan pada minit ke-14 sebelum Karim Benzema menyamakan kedudâ€¦ https://t.co/Pw8izHMF8G,christian pulisic meletakkan pelawat minit 14 karim benzema kedud,0
"Menteri Besar, Datuk Seri Aminuddin Harun berkata, pembayaran akan dibuat pada 3 Mei ini dan ia melibatkan jumlah kâ€¦ https://t.co/WdNRMKp7xu",Menteri besar datuk seri aminuddin harun berkata dibuat 3 mei melibatkan jumlah ok,0
"Mayat seorang lelaki ditemui terapung di dalam kolam tadahan Benteng 2 Segambut
#sinarharian 

https://t.co/9SORB68WUH via SinarOnline",mayat terapung kolam tadahan benteng 2 segambut sinaronline,-1
Muhyiddin gesa agensi penguat kuasa gunakan pendekatan yang lebih berhikmah dalam memastikan pematuhan SOP oleh masâ€¦ https://t.co/II1Ao5Um7p,muhyiddin gesa penguat agensi kuasa menggunakan pendekatan berhikmah memastikan pematuhan sop mas,-1
"Suspek berusia 40 tahun telah ditahan pada jam 12.45 tengah hari. #sinarharian

https://t.co/DL7zViAT1U",suspek 40 tahun ditahan jam 12 jam 45 tengah hari,1
Kelonggaran itu diberikan bagi memberi peluang kepada ibu bapa membawa anak-anak mereka mencari persiapan sempena sâ€¦ https://t.co/6fOwqn6Nqn,kelonggaran diberikan untuk memberi peluang ibu bapa bapa bapa anak anak mencari apan sempena,1
Elemen dana dan sumbangan politik perlu dikawal dengan lebih efektif serta merangkumi perspektif yang lebih meluas.â€¦ https://t.co/K1nR2DBLGc,elemen dana sumbangan politik perlu dikawal berkesan merangkumi perspektif meluas,1
"Menteri Besar, Muhammad Sanusi Md Nor berkata, jumlah keseluruhan bantuan berkenaan adalah sebanyak RM5.3 juta yangâ€¦ https://t.co/dwhcXOqCdY",Menteri besar muhammad sanusi md mengatakan jumlah bantuan keseluruhan 3 juta,1
"Lelaki itu ditahan dalam satu serbuan di kawasan Hentian Rehat dan Rawat Gunung Semanggol, Bagan Serai pada Selasaâ€¦ https://t.co/NOQOVOn1Sq",lelaki satu serbuan kawasan hentian rehat rawat gunung semanggol bagan serai selasa,-1
Modus operandi dikenal pasti iaitu penyeludup merentas negara menaiki bot  dipercayai bergerak dari Thailand menujuâ€¦ https://t.co/HQRZJpm0kC,modus operandi dikenal iaitu penyeludupan merentas dipercayai menaiki bot bergerak negara thailand menuju menuju,-1
Christian Pulisic terlebih dulu meletakkan pelawat di depan pada minit ke-14 sebelum Karim Benzema menyamakan kedudâ€¦ https://t.co/gxodq7PDac,christian pulisic meletakkan pelawat minit 14 karim benzema kedud,0
"Menteri Besar, Datuk Seri Aminuddin Harun berkata, pembayaran akan dibuat pada 3 Mei ini dan ia melibatkan jumlah kâ€¦ https://t.co/8YScNBkMa0",Menteri besar datuk seri aminuddin harun berkata dibuat 3 mei melibatkan jumlah ok,0
"Mayat seorang lelaki ditemui terapung di dalam kolam tadahan Benteng 2 Segambut
#sinarharian 

https://t.co/Lh7m7vcDLB",mayat lelaki terapung kolam tadahan benteng 2 segambut,-1
Muhyiddin gesa agensi penguat kuasa gunakan pendekatan yang lebih berhikmah dalam memastikan pematuhan SOP oleh masâ€¦ https://t.co/FwukY5V1TE,muhyiddin gesa penguat agensi kuasa menggunakan pendekatan berhikmah memastikan pematuhan sop mas,1
Siasatan mendalam terhadap kes guru membuat lawak rogol sedang dilakukan dan tindakan tegas akan diambil-â€¦ https://t.co/Kh8vQdpxJg,mendalam mengenai guru membuat lawak rogol dilakukan tindakan diambil,-1
Mahkamah Rayuan diberitahu  Datuk Seri Najib Tun Razak bukan seorang pengarah atau pengarah bayangan di SRC Internaâ€¦ https://t.co/mbHB3RWUXy,mahkamah rayuan diberitahu datuk seri najib tun razak pengarah pengarah bayangan src interna,-1
Amrin Awaluddin dilantik sebagai Pengarah Urusan Kumpulan dan Ketua Pegawai Eksekutif Tabung Haji bermula pada 6 Meâ€¦ https://t.co/z0welQ17E8,amrin awaluddin dilantik pengarah urusan kumpulan ketua pegawai eksekutif tabung haji bermula 6,1
"Mangsa telah berjaya ditemui oleh pasukan penyelamat dalam jarak 300 meter dari tempat kejadian.
#sinarharianâ€¦ https://t.co/OkuMgfa5Ef",berjaya ditemui pasukan penyelamat jarak 300 meter tempat kejadian,1
"Hakim S Indra Nehru menjatuhkan hukuman itu setelah tertuduh, Zulkifli Othman mengaku bersalah atas pertuduhan tersâ€¦ https://t.co/GPKzQ6HvFL",hakim s indra nehru menjatuhkan hukuman tertuduh zulkifli othman mengaku bersalah atas pertuduhan ters,-1
"Menggunakan kepala surat atas nama Istana Negara disyaki palsu
#sinarharian 

https://t.co/VmnCF9MAvv via SinarOnline",Surat kepala surat atas nama istana disyaki negara palsu via sinaronline,-1
Kerajaan perlu mengambil kira keraguan orang ramai terhadap keselamatan dan keberkesanan penggunaan vaksin jenis Asâ€¦ https://t.co/pErnlDU54o,kerajaan perlu mengambil kira keraguan ramai orang keselamatan kesankeberan penggunaan vaksin jenis,-1
"Hakim Jamaludin Man menetapkan tarikh itu selepas Timbalan Pendakwa Raya, Hakim Amir Abdul Hamid memberitahu, terdaâ€¦ https://t.co/Ao73NgsuTX",hakim jamaludin man menetapkan tarikh timbalan pendakwa raya hakim amir abdul hamid terda,0
"UPSR mansuh sepenuh, PT3 dibatalkan tahun ini
#sinarharian 
https://t.co/UWBkRmtwJ7 via SinarOnline",upsr mansuh sepenuhnuhnuh pt3 dibatalkan tahun sinaronline,-1
Maritim Malaysia Kelantan telah berhubung dengan pasukan Polis Marin Thailand supaya mereka peka dengan penemuan seâ€¦ https://t.co/pod3YeEyVq,maritim malaysia kelantan berhubung pasukan polis marin thailand peka penemuan penemuan,-1
"Perkara itu diumumkan Menteri Kanan (Pendidikan), Datuk Dr Mohd Radzi Md Jidin sebentar tadi. #sinarharianâ€¦ https://t.co/i3CnInU9Np",perkara diumumkan menteri pendidikan datuk mohd radzi md jidin,0
"Semoga kita semua sentiasa berada di bawah lindunganNya dan dijauhkan dari segala ujianâ€¦ameen ðŸ¤²ðŸ¼ðŸ¤²ðŸ¼

#covid_19â€¦ https://t.co/74WDFFp0JG",semoga sentiasa berada bawah lindungannya dijauhkan ujian ameen medium light skin tone medium light tone,1
"Bergegar..kan..ðŸ˜‰
#covidMalaysia #covid19Malaysia https://t.co/aoNhFwSrSQ",bergegar wajah mengedipkan mata,0
"Daily Covid-19 updates. 3142Â  New Positive Cases &amp; 15 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/Hq4GTuiMZi",harian covid 19 mengemas 3142 kes positif baru amp 15 kematian dilaporkan hari,0
Salam 3K #CovidMalaysia ðŸ¤,salam berjabat tangan 3k,0
"Daily Covid-19 updates. 2733Â  New Positive Cases &amp; 13 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/QUiVhrA1Yw",harian covid 19 mengemas 2733 kes positif baru amp 13 kematian dilaporkan hari,0
"Daily Covid-19 updates. 2776Â  New Positive Cases &amp; 13 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/CJyZLYOPw1",harian covid 19 mengemas 2776 kes positif baru amp 13 kematian dilaporkan hari,0
"Daily Covid-19 updates. 2690 New Positive Cases &amp; 10 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/OOjG1GqIJK",harian covid 19 mengemas 2690 kes positif baru amp 10 kematian dilaporkan hari,0
And also i request all the malaysian pls be aware about the covid-19...follow the SOP's and its our responsibilityâ€¦ https://t.co/lcQ7t6qKs4,meminta malaysian pls sedar covid 19 mengikuti sop s tanggungjawabnya,0
"Daily Covid-19 updates. 2717 New Positive Cases &amp; 11 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/BpyVKtjvxI",harian covid 19 kemaskini 2717 kes positif baharu amp 11 kematian dilaporkan hari,0
"Daily Covid-19 updates. 2847Â  New Positive Cases &amp; 8 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/o1CgrsnxxA",harian covid 19 mengemas 2847 kes positif baru amp 8 kematian dilaporkan hari,0
"After 1 fucking year of dumb measures that ruined many livelihood, this is what he gotta say... #KKMgagal #kkmâ€¦ https://t.co/HwJCRtfXlh",1 tahun fucking langkah langkah bodoh merosakkan mata pencarian katakan,-1
Malaysia should lead an example as Japan! #covidmalaysia https://t.co/llxCS2P1sp,malaysia patut terajui contoh jepun,0
"Daily Covid-19 updates. 2875Â  New Positive Cases &amp; 7 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/7jeBbYJ2G3",harian covid 19 mengemas 2875 kes positif baru amp 7 kematian dilaporkan hari,0
4th wave? #covidmalaysia https://t.co/lvSNCcPSiO,Gelombang untuk,0
"Daily Covid-19 updates. 2340Â  New Positive Cases &amp; 11 Deaths Reported Today.

#COVIDãƒ¼19 #CovidMalaysia #Covid https://t.co/9yEcHNg9b7",harian covid 19 kemaskini 2340 kes positif baharu amp 11 kematian dilaporkan hari,0
0301h:Aliran trafik bergerak lancar dan terkawal ke semua arah sepanjang lebuhraya. Cuaca baik. Patuhi arahan Perinâ€¦ https://t.co/Fe2CfiRkyv,0301h aliran trafik bergerak lancar wal arah lebuhraya cuaca patuhi baik arahan perin,1
"ðŸ”°PERGERAKAN 14 HARI TABURAN KES COVID-19 MENGIKUT MUKIM 
Di Negeri Kedah 

Sumber: Pejabat Kesihatan Negeri Kedahâ€¦ https://t.co/XnCMvrBtKZ",Simbol Jepun untuk pemula 14 hari taburan kes covid 19 mukim negeri kedah pejabat sumber kesihatan negeri kedah,0
"@PerakTheYob Harap2 takde kluster baru lgi kt Perak, (08) please #KitaJagaKita",harap2 takde kluster baru lgi kt perak 08 sila,0
"Dukacita ðŸ”°2ï¸âƒ£ KLISTER BARU
Di Negeri Kedah 

Sumber: Pejabat Kesihatan Negeri Kedah

#lindungidiri
#lindungisemuaâ€¦ https://t.co/FLwPFtabc3",dukacita Japanese symbol for beginner 2 klister baru negeri kedah sumber kesihatan pejabat kedah negeri,-1
"Dukacita ðŸ”°KLUSTER PINTU AIR RELAU
Di Negeri Kedah 

Sumber: Pejabat Kesihatan Negeri Kedah

#lindungidiriâ€¦ https://t.co/yUpxmymii1",dukacita Japanese symbol for beginner kluster pintu air relau negeri kedah sumber kesihatan negeri kedah,-1
"Glad that I restrain mak from merentas negeri few week ago. i hate it when they said 'alah rentas ja negeri, polisâ€¦ https://t.co/MkUpDngHnM",gembira menahan mak merentas negeri minggu membencinya mengatakan alah rentas sahaja negeri polis,1
"Dukacita ðŸ”°KLUSTER LAYAR HUJUNG, 
Di Negeri Kedah 

Sumber: Pejabat Kesihatan Negeri Kedah

#lindungidiriâ€¦ https://t.co/KHqe0Q4J9k",dukacita Japanese symbol for beginner kluster layar hujung negeri kedah sumber kesihatan pejabat kedah negeri,-1
"lagi sekali,free marketing daripada kita semua untuk dia

#KitaJagaKita #RakyatJagaRakyat #KitaMintaLimaâ€¦ https://t.co/k49CAypJiU",pemasaran untuk,0
"orang macam tu pun hangpa jadikan idola

#KitaJagaKita #RakyatJagaRakyat #KitaMintaLima #kitasemuajebatâ€¦ https://t.co/N4ut8npJb5",orang hangpa jadikan idola,0
"cerita dia,kenapa masih ramai yang follow lagi dia eh? cuba kalau karya kawan-kawan hangpa yang kena plagiat,masa tâ€¦ https://t.co/SOZpKmEQRk",cerita cerita diikuti eh cuba karya kawan hangpa kena plagiat t masa,0
"platforming in souls game selalunya a shitty experience,stop it

#KitaJagaKita #RakyatJagaRakyat #KitaMintaLimaâ€¦ https://t.co/mLBKoppd1b",platforming in souls game selalunya a shitty experience stop it,-1
malaysia nak mcm ni ke? ye #KerajaanGagal  tapi please jgn lupa #KitaJagaKita  ini Allah kemain semua g baazar tarâ€¦ https://t.co/itWp9eP2nc,malaysia nak ya tolong allah kemain pergi baazar tar,0
"ðŸ“ŒLink group tempahan t-shirt SOHOR â¬‡ï¸
https://t.co/1Q0OMwLZy8

Sebarang pertanyaan @ masalah,hubungi :
ðŸ“²â€¦ https://t.co/mfNvfTZFTW",pushpin link group tempahan t shirt sohor down arrow sebarang pertanyaan masalah telefon bimbit hubungi anak panah,0
@khalids @ShaficqDeclan Welcome bro. #KitaJagaKita ðŸ˜†,selamat datang bro senyum muka mulut terbuka tertutup mata,0
".
GARAGE FC 0-4 KKFC

_

Tamat perlawanan di antara KKFC dan Garage FC dengan keputusan berpihak kepada KKFC denganâ€¦ https://t.co/A4HGKFXdf8",garage fc 0 untuk kkfc tamat kkfc garage fc berpihak keputusan kkfc,0
"Rasanya covid ni x g kat yg melancong kot, yg balik kg jer covid suka #KitaJagaKita",rasanya covid tak pergi melancong kot kampung jer covid suka,0
"Tambahnya, sebagaimana SOP terdahulu, pergerakan rentas negeri masih tidak dibenarkan kecuali bagi aktiviti pelancoâ€¦ https://t.co/kNS7EQHjZM",tambahnya sop pergerakan rentas negeri tidak dibenarkan aktiviti pelanco,0
"#scholarship
#ptptn
#diploma
#degree
#staysafe
#stayhome
#stayclean
#kitajagakita
#kitapastimenang",,0
"#stpm
#institusipengajiantinggi
#highereducation
#instastudy
#biasiswa
#scholarship
#ptptn
#diploma
#degreeâ€¦ https://t.co/PjYAHcPu6h",,0
